Numero;Sexo;Level;HP;Ataque;Defesa;AtaqueEspecial;DefesaEspecial;Rapidez
139;F;50;177;123;194;183;134;117
139;F;100;344;240;383;361;262;229
140;M;1;30;80;90;55;45;55
140;M;50;137;145;156;117;106;117
140;M;100;264;284;306;229;207;229
140;F;1;30;80;90;55;45;55
140;F;50;137;145;156;117;106;117
140;F;100;264;284;306;229;207;229
141;M;1;60;115;105;65;70;80
141;M;50;167;183;172;128;134;145
141;M;100;324;361;339;251;262;284
141;F;1;60;115;105;65;70;80
141;F;50;167;183;172;128;134;145
141;F;100;324;361;339;251;262;284
142;M;1;80;105;65;60;75;130
142;M;50;187;172;128;123;139;200
142;M;100;364;339;251;240;273;394
142;F;1;80;105;65;60;75;130
142;F;50;187;172;128;123;139;200
142;F;100;364;339;251;240;273;394
143;M;1;160;110;65;65;110;30
143;M;50;267;178;128;128;178;90
143;M;100;524;350;251;251;350;174
143;F;1;160;110;65;65;110;30
143;F;50;267;178;128;128;178;90
143;F;100;524;350;251;251;350;174
144;I;1;90;85;100;125;125;95
144;I;50;197;150;167;194;194;161
144;I;100;384;295;328;383;383;317
145;I;1;90;125;90;125;90;100
145;I;50;197;194;156;194;156;167
145;I;100;384;383;306;383;306;328
146;I;1;90;100;90;125;125;90
146;I;50;197;167;156;194;194;156
146;I;100;384;328;306;383;383;306
147;M;1;41;64;45;50;50;50
147;M;50;148;127;106;112;112;112
147;M;100;286;249;207;218;218;218
147;F;1;41;64;45;50;50;50
147;F;50;148;127;106;112;112;112
147;F;100;286;249;207;218;218;218
148;M;1;61;84;65;70;70;70
148;M;50;168;149;128;134;134;134
148;M;100;326;293;251;262;262;262
148;F;1;61;84;65;70;70;70
148;F;50;168;149;128;134;134;134
148;F;100;326;293;251;262;262;262
149;M;1;91;134;95;100;100;80
149;M;50;198;204;161;167;167;145
149;M;100;386;403;317;328;328;284
149;F;1;91;134;95;100;100;80
149;F;50;198;204;161;167;167;145
149;F;100;386;403;317;328;328;284
150;I;1;106;150;70;194;120;140
150;I;50;213;266;167;270;189;211
150;I;100;416;526;328;535;372;416
151;I;1;100;100;100;100;100;100
151;I;50;207;167;167;167;167;167
151;I;100;4004;328;328;328;328;328
152;M;1;45;49;65;49;65;45
152;M;50;152;111;128;111;128;106
152;M;100;294;216;251;216;251;207
152;F;1;45;49;65;49;65;45
152;F;50;152;111;128;111;128;106
152;F;100;294;216;251;216;251;207
153;M;1;60;62;80;63;80;60
153;M;50;167;125;145;126;145;123
153;M;100;324;245;284;247;284;240
153;F;1;60;62;80;63;80;60
153;F;50;167;125;145;126;145;123
153;F;100;324;245;284;247;284;240
154;M;1;80;82;100;83;100;80
154;M;50;187;147;167;148;167;145
154;M;100;364;289;328;291;328;284
154;F;1;80;82;100;83;100;80
154;F;50;187;147;167;148;167;145
154;F;100;364;289;328;291;328;284
155;M;1;39;52;43;60;50;65
155;M;50;146;114;104;123;112;128
155;M;100;282;223;203;240;218;251
155;F;1;39;52;43;60;50;65
155;F;50;146;114;104;123;112;128
155;F;100;282;223;203;240;218;251
156;M;1;58;64;58;80;65;80
156;M;50;165;127;121;145;128;145
156;M;100;320;249;236;285;251;284
156;F;1;58;64;58;80;65;80
156;F;50;165;127;121;145;128;145
156;F;100;320;249;236;285;251;284
157;M;1;78;84;78;109;85;100
157;M;50;185;149;143;177;150;167
157;M;100;360;293;280;348;295;328
157;F;1;78;84;78;109;85;100
157;F;50;185;149;143;177;150;167
157;F;100;360;293;280;348;295;328
158;M;1;50;65;64;44;48;43
158;M;50;157;128;127;105;110;104
158;M;100;304;251;249;205;214;203
158;F;1;50;65;64;44;48;43
158;F;50;157;128;127;105;110;104
158;F;100;304;251;249;205;214;203
159;M;1;65;80;80;59;63;58
159;M;50;172;145;145;122;126;121
159;M;100;334;284;284;238;247;236
159;F;1;65;80;80;59;63;58
159;F;50;172;145;145;122;126;121
159;F;100;334;284;284;238;247;236
160;M;1;85;105;100;79;83;78
160;M;50;192;172;167;144;148;143
160;M;100;374;339;328;282;291;280
160;F;1;85;105;100;79;83;78
160;F;50;192;172;167;144;148;143
160;F;100;374;339;328;282;291;280
161;M;1;35;46;34;35;45;20
161;M;50;142;107;94;95;106;79
161;M;100;274;210;183;185;207;152
161;F;1;35;46;34;35;45;20
161;F;50;142;107;94;95;106;79
161;F;100;274;210;183;185;207;152
162;M;1;85;76;64;45;55;90
162;M;50;192;140;127;106;117;156
162;M;100;374;276;249;207;229;306
162;F;1;85;76;64;45;55;90
162;F;50;192;140;127;106;117;156
162;F;100;374;276;249;207;229;306
163;M;1;60;30;30;36;56;50
163;M;50;167;90;90;96;118;112
163;M;100;324;174;174;188;232;218
163;F;1;60;30;30;36;56;50
163;F;50;167;90;90;96;118;112
163;F;100;324;174;174;188;232;218
164;M;1;100;50;50;86;96;70
164;M;50;207;112;112;151;162;134
164;M;100;404;218;218;298;320;262
164;F;1;100;50;50;86;96;70
164;F;50;207;112;112;151;162;134
164;F;100;404;218;218;298;320;262
165;M;1;40;20;30;40;80;55
165;M;50;147;79;90;101;145;117
165;M;100;284;152;174;196;284;229
165;F;1;40;20;30;40;80;55
165;F;50;147;79;90;101;145;117
165;F;100;284;152;174;196;284;229
166;M;1;55;35;50;55;110;85
166;M;50;162;95;112;117;178;150
166;M;100;314;185;218;229;350;295
166;F;1;55;35;50;55;110;85
166;F;50;162;95;112;117;178;150
166;F;100;314;185;218;229;350;295
167;M;1;40;60;40;40;40;30
167;M;50;147;123;101;101;101;90
167;M;100;284;240;196;196;196;174
167;F;1;40;60;40;40;40;30
167;F;50;147;123;101;101;101;90
167;F;100;284;240;196;196;196;174
168;M;1;70;90;70;60;70;40
168;M;50;177;156;134;123;134;101
168;M;100;344;306;262;240;262;196
168;F;1;70;90;70;60;70;40
168;F;50;177;156;134;123;134;101
168;F;100;344;306;262;240;262;196
169;M;1;85;90;80;70;80;130
169;M;50;192;156;145;134;145;200
169;M;100;374;306;284;262;284;394
169;F;1;85;90;80;70;80;130
169;F;50;192;156;145;134;145;200
169;F;100;374;306;284;262;284;394
170;M;1;75;38;38;56;56;67
170;M;50;182;99;99;118;118;130
170;M;100;354;192;192;232;232;256
170;F;1;75;38;38;56;56;67
170;F;50;182;99;99;118;118;130
170;F;100;354;192;192;232;232;256
171;M;1;125;58;58;76;76;67
171;M;50;232;121;121;140;140;130
171;M;100;453;236;236;276;276;256
171;F;1;125;58;58;76;76;67
171;F;50;232;121;121;140;140;130
171;F;100;453;236;236;276;276;256
172;M;1;20;40;15;35;35;60
172;M;50;127;101;73;95;95;123
172;M;100;244;196;141;185;185;240
172;F;1;20;40;15;35;35;60
172;F;50;127;101;73;95;95;123
172;F;100;244;196;141;185;185;240
173;M;1;50;25;28;45;55;15
173;M;50;157;84;88;106;117;73
173;M;100;304;163;170;207;229;141
173;F;1;50;25;28;45;55;15
173;F;50;157;84;88;106;117;73
173;F;100;304;163;170;207;229;141
174;M;1;90;30;15;40;20;15
174;M;50;194;90;73;101;79;73
174;M;100;384;174;141;196;152;141
174;F;1;90;30;15;40;20;15
174;F;50;194;90;73;101;79;73
174;F;100;384;174;141;196;152;141
175;M;1;35;20;65;40;65;20
175;M;50;142;79;128;101;128;79
175;M;100;274;152;251;196;251;152
175;F;1;35;20;65;40;65;20
175;F;50;142;79;128;101;128;79
175;F;100;274;152;251;196;251;152
176;M;1;55;40;85;80;105;40
176;M;50;162;101;150;145;172;101
176;M;100;314;196;295;284;339;196
176;F;1;55;40;85;80;105;40
176;F;50;162;101;150;145;172;101
176;F;100;314;196;295;284;339;196
177;M;1;40;50;45;70;45;70
177;M;50;147;112;106;134;106;134
177;M;100;284;218;207;262;206;262
177;F;1;40;50;45;70;45;70
177;F;50;147;112;106;134;106;134
177;F;100;284;218;207;262;206;262
178;M;1;65;75;70;95;70;95
178;M;50;172;139;134;161;134;161
178;M;100;334;273;262;317;262;317
178;F;1;65;75;70;95;70;95
178;F;50;172;139;134;161;134;161
178;F;100;334;273;262;317;262;317
179;M;1;55;40;40;65;45;35
179;M;50;162;101;101;128;106;95
179;M;100;314;196;196;251;207;185
179;F;1;55;40;40;65;45;35
179;F;50;162;101;101;128;106;95
179;F;100;314;196;196;251;207;185
180;M;1;70;55;55;80;60;45
180;M;50;177;117;117;145;123;106
180;M;100;344;229;229;284;240;207
180;F;1;70;55;55;80;60;45
180;F;50;177;117;117;145;123;106
180;F;100;344;229;229;284;240;207
181;M;1;90;75;85;115;90;55
181;M;50;197;139;150;183;156;117
181;M;100;384;273;295;361;306;229
181;F;1;90;75;85;115;90;55
181;F;50;197;139;150;183;156;117
181;F;100;384;273;295;361;306;229
182;M;1;75;80;95;90;100;50
182;M;50;182;145;161;156;167;112
182;M;100;354;284;317;306;328;218
182;F;1;75;80;95;90;100;50
182;F;50;182;145;161;156;167;112
182;F;100;354;284;317;306;328;218
183;M;1;70;20;50;20;50;40
183;M;50;177;79;112;79;112;101
183;M;100;344;152;218;152;218;196
183;F;1;70;20;50;20;50;40
183;F;50;177;79;112;79;112;101
183;F;100;344;152;218;152;218;196
184;M;1;100;50;80;60;80;50
184;M;50;207;112;145;123;145;112
184;M;100;440;218;284;240;284;218
184;F;1;100;50;80;60;80;50
184;F;50;207;112;145;123;145;112
184;F;100;440;218;284;240;284;218
185;M;1;70;100;115;30;65;30
185;M;50;177;167;183;90;128;90
185;M;100;344;328;361;174;251;174
185;F;1;70;100;115;30;65;30
185;F;50;177;167;183;90;128;90
185;F;100;344;328;361;174;251;174
186;M;1;90;75;75;90;100;70
186;M;50;197;139;139;156;167;134
186;M;100;384;273;273;306;328;262
186;F;1;90;75;75;90;100;70
186;F;50;197;139;139;156;167;134
186;F;100;384;273;273;306;328;262
187;M;1;35;35;40;35;55;50
187;M;50;142;95;101;95;117;112
187;M;100;274;185;196;185;229;218
187;F;1;35;35;40;35;55;50
187;F;50;142;95;101;95;117;112
187;F;100;274;185;196;185;229;218
188;M;1;55;45;50;45;65;80
188;M;50;162;106;112;106;128;145
188;M;100;314;207;218;207;251;284
188;F;1;55;45;50;45;65;80
188;F;50;162;106;112;106;128;145
188;F;100;314;207;218;207;251;284
189;M;1;75;55;70;55;95;110
189;M;50;182;117;134;117;161;178
189;M;100;354;229;262;229;317;350
189;F;1;75;55;70;55;95;110
189;F;50;182;117;134;117;161;178
189;F;100;354;229;262;229;317;350
190;M;1;55;70;55;40;55;85
190;M;50;162;134;117;101;117;150
190;M;100;314;262;229;196;229;295
190;F;1;55;70;55;40;55;85
190;F;50;162;134;117;101;117;150
190;F;100;314;262;229;196;229;295
191;M;1;30;30;30;30;30;30
191;M;50;137;90;90;90;90;90
191;M;100;264;174;174;174;174;174
191;F;1;30;30;30;30;30;30
191;F;50;137;90;90;90;90;90
191;F;100;264;174;174;174;174;174
192;M;1;75;75;55;105;85;30
192;M;50;182;139;117;172;150;90
192;M;100;354;273;229;339;295;174
192;F;1;75;75;55;105;85;30
192;F;50;182;139;117;172;150;90
192;F;100;354;273;229;339;295;174
193;M;1;65;65;45;75;45;95
193;M;50;172;128;106;139;106;161
193;M;100;334;251;207;273;207;317
193;F;1;65;65;45;75;45;95
193;F;50;172;128;106;139;106;161
193;F;100;334;251;207;273;207;317
194;M;1;55;45;45;25;25;15
194;M;50;162;106;106;84;84;73
194;M;100;314;207;207;163;163;141
194;F;1;55;45;45;25;25;15
194;F;50;162;106;106;84;84;73
194;F;100;314;207;207;163;163;141
195;M;1;95;85;85;65;65;35
195;M;50;202;150;150;128;128;95
195;M;100;394;295;295;251;251;185
195;F;1;95;85;85;65;65;35
195;F;50;202;150;150;128;128;95
195;F;100;394;295;295;251;251;185
196;M;1;65;65;60;130;95;110
196;M;50;172;128;123;200;161;178
196;M;100;334;251;240;394;317;350
196;F;1;65;65;60;130;95;110
196;F;50;172;128;123;200;161;178
196;F;100;334;251;240;394;317;350
197;M;1;95;65;110;60;130;65
197;M;50;202;128;178;123;200;128
197;M;100;394;251;350;240;394;251
197;F;1;95;65;110;60;130;65
197;F;50;202;128;178;123;200;128
197;F;100;394;251;350;240;394;251
198;M;1;60;85;42;85;42;91
198;M;50;167;150;103;150;103;157
198;M;100;324;295;201;295;201;309
198;F;1;60;85;42;85;42;91
198;F;50;167;150;103;150;103;157
198;F;100;324;295;201;295;201;309
199;M;1;95;75;80;100;110;30
199;M;50;202;139;145;167;178;90
199;M;100;394;273;284;328;350;174
199;F;1;95;75;80;100;110;30
199;F;50;202;139;145;167;178;90
199;F;100;394;273;284;328;350;174
200;M;1;60;60;60;85;85;85
200;M;50;167;123;123;150;150;150
200;M;100;324;240;240;295;295;295
200;F;1;60;60;60;85;85;85
200;F;50;167;123;123;150;150;150
200;F;100;324;240;240;295;295;295
201;M;1;48;72;48;72;48;48
201;M;50;155;136;110;136;110;110
201;M;100;300;267;214;267;214;214
201;F;1;48;72;48;72;48;48
201;F;50;155;136;110;136;110;110
201;F;100;300;267;214;267;214;214
202;I;1;190;33;58;33;58;33
202;I;50;297;93;121;93;121;93
202;I;100;584;181;236;181;236;181
203;M;1;70;80;65;90;65;85
203;M;50;177;145;128;156;128;150
203;M;100;344;284;251;306;251;295
203;F;1;70;80;65;90;65;85
203;F;50;177;145;128;156;128;150
203;F;100;344;284;251;306;251;295
204;M;1;50;65;90;35;35;15
204;M;50;157;128;156;95;95;73
204;M;100;304;251;306;185;185;141
204;F;1;50;65;90;35;35;15
204;F;50;157;128;156;95;95;73
204;F;100;304;251;306;185;185;141
205;M;1;75;90;140;60;60;40
205;M;50;182;156;211;123;123;101
205;M;100;354;306;416;240;240;196
205;F;1;75;90;140;60;60;40
205;F;50;182;156;211;123;123;101
205;F;100;354;306;416;240;240;196
206;M;1;100;70;70;65;65;45
206;M;50;207;134;134;128;128;106
206;M;100;404;262;262;251;251;207
206;F;1;100;70;70;65;65;45
206;F;50;207;134;134;128;128;106
206;F;100;404;262;262;251;251;207
207;M;1;65;75;105;35;65;85
207;M;50;172;139;172;95;128;150
207;M;100;334;273;339;185;251;295
207;F;1;65;75;105;35;65;85
207;F;50;172;139;172;95;128;150
207;F;100;334;273;339;185;251;295
208;M;1;75;85;200;55;65;30
208;M;50;182;150;277;117;128;90
208;M;100;354;295;548;229;251;174
208;F;1;75;85;200;55;65;30
208;F;50;182;150;277;117;128;90
208;F;100;354;295;548;229;251;174
209;M;1;60;80;50;40;40;30
209;M;50;167;145;112;101;101;90
209;M;100;324;284;218;196;196;174
209;F;1;60;80;50;40;40;30
209;F;50;167;145;112;101;101;90
209;F;100;324;284;218;196;196;174
210;M;1;90;120;75;60;60;45
210;M;50;197;189;139;123;123;106
210;M;100;384;372;273;240;240;207
210;F;1;90;120;75;60;60;45
210;F;50;197;189;139;123;123;106
210;F;100;384;372;273;240;240;207
211;M;1;65;95;85;55;55;85
211;M;50;172;161;150;117;117;150
211;M;100;334;317;295;229;229;295
211;F;1;65;95;85;55;55;85
211;F;50;172;161;150;117;117;150
211;F;100;334;317;295;229;229;295
212;M;1;70;130;100;55;80;65
212;M;50;177;200;167;117;145;128
212;M;100;344;394;328;229;284;251
212;F;1;70;130;100;55;80;65
212;F;50;177;200;167;117;145;128
212;F;100;344;394;328;229;284;251
213;M;1;20;10;230;10;230;5
213;M;50;127;68;310;68;310;62
213;M;100;244;130;614;130;614;119
213;F;1;20;10;230;10;230;5
213;F;50;127;68;310;68;310;62
213;F;100;244;130;614;130;614;119
214;M;1;80;125;75;40;95;85
214;M;50;187;194;139;101;161;150
214;M;100;3654;383;273;196;317;295
214;F;1;80;125;75;40;95;85
214;F;50;187;194;139;101;161;150
214;F;100;3654;383;273;196;317;295
215;M;1;55;95;55;35;75;115
215;M;50;162;161;117;95;139;183
215;M;100;314;317;229;185;273;361
215;F;1;55;95;55;35;75;115
215;F;50;162;161;117;95;139;183
215;F;100;314;317;229;185;273;361
216;M;1;60;80;50;50;50;40
216;M;50;167;145;112;112;112;101
216;M;100;324;284;218;218;218;196
216;F;1;60;80;50;50;50;40
216;F;50;167;145;112;112;112;101
216;F;100;324;284;218;218;218;196
217;M;1;90;130;75;75;75;55
217;M;50;197;200;139;139;139;117
217;M;100;384;394;273;273;273;229
217;F;1;90;130;75;75;75;55
217;F;50;197;200;139;139;139;117
217;F;100;384;394;273;273;273;229
218;M;1;40;40;40;70;40;20
218;M;50;147;101;101;134;101;79
218;M;100;284;196;196;262;196;152
218;F;1;40;40;40;70;40;20
218;F;50;147;101;101;134;101;79
218;F;100;284;196;196;262;196;152
219;M;1;60;50;120;90;80;30
219;M;50;167;112;189;156;145;90
219;M;100;324;218;372;306;284;174
219;F;1;60;50;120;90;80;30
219;F;50;167;112;189;156;145;90
219;F;100;324;218;372;306;284;174
220;M;1;50;50;40;30;30;50
220;M;50;157;112;101;90;90;112
220;M;100;304;218;196;174;174;218
220;F;1;50;50;40;30;30;50
220;F;50;157;112;101;90;90;112
220;F;100;304;218;196;174;174;218
221;M;1;100;100;80;60;60;50
221;M;50;207;167;145;123;123;112
221;M;100;404;382;284;240;240;218
221;F;1;100;100;80;60;60;50
221;F;50;207;167;145;123;123;112
221;F;100;404;382;284;240;240;218
222;M;1;65;55;95;65;95;35
222;M;50;172;117;161;128;161;95
222;M;100;334;229;317;251;317;185
222;F;1;65;55;95;65;95;35
222;F;50;172;117;161;128;161;95
222;F;100;334;229;317;251;317;185
223;M;1;35;65;35;65;35;65
223;M;50;142;128;95;128;95;128
223;M;100;274;251;185;251;185;251
223;F;1;35;65;35;65;35;65
223;F;50;142;128;95;128;95;128
223;F;100;274;251;185;251;185;251
224;M;1;75;105;75;105;75;45
224;M;50;182;172;139;172;139;106
224;M;100;354;339;273;339;273;207
224;F;1;75;105;75;105;75;45
224;F;50;182;172;139;172;139;106
224;F;100;354;339;273;339;273;207
225;M;1;45;55;45;65;45;75
225;M;50;152;117;106;128;106;139
225;M;100;294;229;207;251;207;273
225;F;1;45;55;45;65;45;75
225;F;50;152;117;106;128;106;139
225;F;100;294;229;207;251;207;273
226;M;1;85;40;70;80;140;70
226;M;50;192;101;134;145;211;134
226;M;100;374;196;262;284;416;262
226;F;1;85;40;70;80;140;70
226;F;50;192;101;134;145;211;134
226;F;100;374;196;262;284;416;262
227;M;1;65;80;140;40;70;70
227;M;50;172;145;211;101;134;134
227;M;100;334;284;416;196;262;262
227;F;1;65;80;140;40;70;70
227;F;50;172;145;211;101;134;134
227;F;100;334;284;416;196;262;262
228;M;1;45;60;30;80;50;65
228;M;50;152;123;90;145;112;128
228;M;100;294;240;174;284;218;251
228;F;1;45;60;30;80;50;65
228;F;50;152;123;90;145;112;128
228;F;100;294;240;174;284;218;251
229;M;1;75;90;50;110;80;95
229;M;50;182;156;112;178;145;161
229;M;100;354;306;218;350;284;317
229;F;1;75;90;50;110;80;95
229;F;50;182;156;112;178;145;161
229;F;100;354;306;218;350;284;317
230;M;1;75;95;95;95;95;85
230;M;50;182;161;161;161;161;150
230;M;100;354;317;317;317;317;295
230;F;1;75;95;95;95;95;85
230;F;50;182;161;161;161;161;150
230;F;100;354;317;317;317;317;295
231;M;1;90;60;60;40;40;40
231;M;50;197;123;123;101;101;101
231;M;100;384;240;240;196;196;196
231;F;1;90;60;60;40;40;40
231;F;50;197;123;123;101;101;101
231;F;100;384;240;240;196;196;196
232;M;1;90;120;120;60;60;50
232;M;50;197;189;189;123;123;112
232;M;100;384;372;372;240;240;218
232;F;1;90;120;120;60;60;50
232;F;50;197;189;189;123;123;112
232;F;100;384;372;372;240;240;218
233;I;1;85;80;90;105;95;60
233;I;50;192;145;156;172;161;123
233;I;100;374;284;306;339;317;240
234;M;1;73;95;62;85;65;85
234;M;50;180;161;125;150;128;150
234;M;100;350;317;245;295;251;295
234;F;1;73;95;62;85;65;85
234;F;50;180;161;125;150;128;150
234;F;100;350;317;245;295;251;295
235;M;1;55;20;35;20;45;75
235;M;50;162;79;95;79;106;139
235;M;100;314;152;185;152;207;273
235;F;1;55;20;35;20;45;75
235;F;50;162;79;95;79;106;139
235;F;100;314;152;185;152;207;273
236;M;1;35;35;35;35;35;35
236;M;50;142;95;95;95;95;95
236;M;100;274;185;185;185;185;185
237;M;1;50;95;95;35;110;70
237;M;50;157;161;161;95;178;134
237;M;100;304;317;317;185;350;262
238;F;1;45;30;15;85;65;65
238;F;50;152;90;73;150;128;128
238;F;100;294;174;141;295;251;251
239;M;1;45;63;37;65;55;95
239;M;50;152;126;97;128;117;161
239;M;100;294;247;190;251;229;317
239;F;1;45;63;37;65;55;95
239;F;50;152;126;97;128;117;161
239;F;100;294;247;190;251;229;317
240;M;1;45;75;37;70;55;83
240;M;50;152;139;97;134;117;148
240;M;100;294;273;190;262;229;291
240;F;1;45;75;37;70;55;83
240;F;50;152;139;97;134;117;148
240;F;100;294;273;190;262;229;291
241;F;1;95;80;105;40;70;100
241;F;50;202;145;172;101;134;167
241;F;100;394;284;339;196;262;328
242;F;1;255;10;10;75;135;55
242;F;50;362;68;68;139;205;117
242;F;100;714;130;130;273;405;229
243;I;1;90;85;75;115;100;115
243;I;50;197;150;139;183;167;183
243;I;100;384;295;273;361;328;361
244;I;1;115;115;85;90;75;100
244;I;50;222;183;150;156;139;167
244;I;100;434;361;295;306;273;328
245;I;1;100;75;115;90;115;85
245;I;50;207;139;183;156;183;150
245;I;100;404;273;361;306;361;295
246;M;1;50;64;50;45;50;41
246;M;50;157;127;112;106;112;102
246;M;100;304;249;218;207;218;199
246;F;1;50;64;50;45;50;41
246;F;50;157;127;112;106;112;102
246;F;100;304;249;218;207;218;199
247;M;1;70;84;70;65;70;51
247;M;50;177;149;134;128;134;113
247;M;100;344;293;262;251;262;221
247;F;1;70;84;70;65;70;51
247;F;50;177;149;134;128;134;113
247;F;100;344;293;262;251;262;221
248;M;1;100;134;110;95;100;61
248;M;50;207;204;178;161;167;124
248;M;100;404;403;350;317;328;243
248;F;1;100;134;110;95;100;61
248;F;50;207;204;178;161;167;124
248;F;100;404;403;350;317;328;243
249;I;1;106;90;130;90;154;110
249;I;50;213;156;200;156;226;178
249;I;100;416;306;394;306;447;350
250;I;1;106;130;90;110;154;90
250;I;50;213;200;156;178;226;156
250;I;100;416;394;306;350;447;306
251;I;1;100;100;100;100;100;100
251;I;50;207;167;167;167;167;167
251;I;100;404;328;328;328;328;328
252;M;1;40;45;35;65;55;70
252;M;50;147;106;95;128;117;134
252;M;100;284;207;185;251;229;262
252;F;1;40;45;35;65;55;70
252;F;50;147;106;95;128;117;134
252;F;100;284;207;185;251;229;262
253;M;1;50;65;45;85;65;95
253;M;50;157;128;106;150;128;161
253;M;100;304;251;207;295;251;317
253;F;1;50;65;45;85;65;95
253;F;50;157;128;106;150;128;161
253;F;100;304;251;207;295;251;317
254;M;1;70;85;65;105;85;120
254;M;50;177;150;128;172;150;189
254;M;100;344;295;251;339;295;372
254;F;1;70;85;65;105;85;120
254;F;50;177;150;128;172;150;189
254;F;100;344;295;251;339;295;372
255;M;1;45;60;40;70;50;45
255;M;50;152;123;101;34;112;106
255;M;100;294;240;196;262;218;207
255;F;1;45;60;40;70;50;45
255;F;50;152;123;101;34;112;106
255;F;100;294;240;196;262;218;207
256;M;1;60;85;60;85;60;55
256;M;50;167;150;123;150;123;117
256;M;100;324;295;240;295;240;229
256;F;1;60;85;60;85;60;55
256;F;50;167;150;123;150;123;117
256;F;100;324;295;240;295;240;229
257;M;1;80;120;70;110;70;80
257;M;50;187;189;134;178;134;145
257;M;100;364;372;262;350;262;284
257;F;1;80;120;70;110;70;80
257;F;50;187;189;134;178;134;145
257;F;100;364;372;262;350;262;284
258;M;1;50;70;50;50;50;40
258;M;50;157;134;112;112;112;101
258;M;100;304;262;218;218;218;196
258;F;1;50;70;50;50;50;40
258;F;50;157;134;112;112;112;101
258;F;100;304;262;218;218;218;196
259;M;1;70;85;70;60;70;50
259;M;50;177;150;134;123;134;112
259;M;100;344;295;262;240;262;218
259;F;1;70;85;70;60;70;50
259;F;50;177;150;134;123;134;112
259;F;100;344;295;262;240;262;218
260;M;1;100;110;90;85;90;60
260;M;50;207;178;156;150;156;123
260;M;100;404;350;306;295;306;240
260;F;1;100;110;90;85;90;60
260;F;50;207;178;156;150;156;123
260;F;100;404;350;306;295;306;240
261;M;1;35;55;35;30;30;35
261;M;50;142;117;95;90;90;95
261;M;100;274;229;185;174;174;185
261;F;1;35;55;35;30;30;35
261;F;50;142;117;95;90;90;95
261;F;100;274;229;185;174;174;185
262;M;1;70;90;70;60;60;70
262;M;50;177;156;134;123;123;134
262;M;100;344;306;262;240;240;262
262;F;1;70;90;70;60;60;70
262;F;50;177;156;134;123;123;134
262;F;100;344;306;262;240;240;262
263;M;1;38;30;41;30;41;60
263;M;50;145;90;102;90;102;123
263;M;100;280;174;199;174;199;240
263;F;1;38;30;41;30;41;60
263;F;50;145;90;102;90;102;123
263;F;100;280;174;199;174;199;240
264;M;1;78;70;61;50;61;100
264;M;50;185;134;124;112;124;167
264;M;100;360;262;243;218;243;328
264;F;1;78;70;61;50;61;100
264;F;50;185;134;124;112;124;167
264;F;100;360;262;243;218;243;328
265;M;1;45;45;35;20;30;20
265;M;50;152;106;95;79;90;79
265;M;100;294;207;185;152;174;152
265;F;1;45;45;35;20;30;20
265;F;50;152;106;95;79;90;79
265;F;100;294;207;185;152;174;152
266;M;1;50;35;55;25;25;15
266;M;50;157;95;117;84;84;73
266;M;100;304;185;229;163;163;141
266;F;1;50;35;55;25;25;15
266;F;50;157;95;117;84;84;73
266;F;100;304;185;229;163;163;141
267;M;1;60;70;50;100;50;65
267;M;50;167;134;112;156;112;128
267;M;100;324;262;218;306;218;251
267;F;1;60;70;50;100;50;65
267;F;50;167;134;112;156;112;128
267;F;100;324;262;218;306;218;251
268;M;1;50;35;55;25;25;15
268;M;50;157;95;117;84;84;73
268;M;100;304;185;229;163;163;141
268;F;1;50;35;55;25;25;15
268;F;50;157;95;117;84;84;73
268;F;100;304;185;229;163;163;141
269;M;1;60;50;70;50;90;65
269;M;50;167;112;134;112;156;128
269;M;100;324;218;262;218;306;251
269;F;1;60;50;70;50;90;65
269;F;50;167;112;134;112;156;128
269;F;100;324;218;262;218;306;251
270;M;1;40;30;30;40;50;30
270;M;50;147;90;90;101;112;90
270;M;100;284;174;174;196;218;174
270;F;1;40;30;30;40;50;30
270;F;50;147;90;90;101;112;90
270;F;100;284;174;174;196;218;174
271;M;1;60;50;50;60;70;50
271;M;50;167;112;112;123;134;112
271;M;100;324;218;218;240;262;218
271;F;1;60;50;50;60;70;50
271;F;50;167;112;112;123;134;112
271;F;100;324;218;218;240;262;218
272;M;1;80;70;70;90;100;70
272;M;50;187;134;134;156;167;134
272;M;100;364;262;262;306;328;262
272;F;1;80;70;70;90;100;70
272;F;50;187;134;134;156;167;134
272;F;100;364;262;262;306;328;262
273;M;1;40;40;50;30;30;30
273;M;50;147;101;112;90;90;90
273;M;100;284;196;218;174;174;174
273;F;1;40;40;50;30;30;30
273;F;50;147;101;112;90;90;90
273;F;100;284;196;218;174;174;174
274;M;1;70;70;40;60;40;60
274;M;50;177;134;101;123;101;123
274;M;100;344;262;196;240;196;240
274;F;1;70;70;40;60;40;60
274;F;50;177;134;101;123;101;123
274;F;100;344;262;196;240;196;240
275;M;1;90;100;60;90;60;80
275;M;50;197;167;123;156;123;145
275;M;100;384;328;240;306;240;284
275;F;1;90;100;60;90;60;80
275;F;50;197;167;123;156;123;145
275;F;100;384;328;240;306;240;284
276;M;1;40;55;30;30;30;85
276;M;50;147;117;90;90;90;150
276;M;100;284;229;174;174;174;295
276;F;1;40;55;30;30;30;85
276;F;50;147;117;90;90;90;150
276;F;100;284;229;174;174;174;295
277;M;1;60;85;60;75;50;125
277;M;50;167;150;123;139;112;194
277;M;100;324;295;240;273;218;383
277;F;1;60;85;60;75;50;125
